name,concatenated,topic,region,number,requesting organization,organization_name
"Public Health - Mizoram State, India (6) Médecins Sans Frontières","Public Health - Mizoram State, India (6) Médecins Sans Frontières",Public Health,"Mizoram State, India",6,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Mizoram State, India (7) Médecins Sans Frontières","Public Health - Mizoram State, India (7) Médecins Sans Frontières",Public Health,"Mizoram State, India",7,Médecins Sans Frontières,Médecins Sans Frontières
Public Health - Karamoja Kacheri Subcounty Kotido District (2) Map Uganda,Public Health - Karamoja Kacheri Subcounty Kotido District (2) Map Uganda,Public Health,Karamoja Kacheri Subcounty Kotido District,2,Map Uganda,Map Uganda
Public Health - Karamoja Rengen Subcounty Kotido District (3) Map Uganda,Public Health - Karamoja Rengen Subcounty Kotido District (3) Map Uganda,Public Health,Karamoja Rengen Subcounty Kotido District,3,Map Uganda,Map Uganda
Public Health - Karamoja Panyangara Subcounty Kotido District (4) Map Uganda,Public Health - Karamoja Panyangara Subcounty Kotido District (4) Map Uganda,Public Health,Karamoja Panyangara Subcounty Kotido District,4,Map Uganda,Map Uganda
Public Health - Karamoja Nakaperimoru Subcounty Kotido District (5) Map Uganda,Public Health - Karamoja Nakaperimoru Subcounty Kotido District (5) Map Uganda,Public Health,Karamoja Nakaperimoru Subcounty Kotido District,5,Map Uganda,Map Uganda
Public Health - Karamoja Kacheri Subcounty Kotido Uganda (2) Map Uganda,Public Health - Karamoja Kacheri Subcounty Kotido Uganda (2) Map Uganda,Public Health,Karamoja Kacheri Subcounty Kotido Uganda,2,Map Uganda,Map Uganda
Public Health - Karamoja Kacheri Subcounty Kotido Uganda (2) Map Uganda,Public Health - Karamoja Kacheri Subcounty Kotido Uganda (2) Map Uganda,Public Health,Karamoja Kacheri Subcounty Kotido Uganda,2,Map Uganda,Map Uganda
Public Health - Karamoja Kacheri Subcounty Kotido Uganda (1) Map Uganda,Public Health - Karamoja Kacheri Subcounty Kotido Uganda (1) Map Uganda,Public Health,Karamoja Kacheri Subcounty Kotido Uganda,1,Map Uganda,Map Uganda
Public Health - Karamoja Rengen Subcounty Kotido Uganda (1) Map Uganda,Public Health - Karamoja Rengen Subcounty Kotido Uganda (1) Map Uganda,Public Health,Karamoja Rengen Subcounty Kotido Uganda,1,Map Uganda,Map Uganda
"Public Health - Kacheria Subcountry, Uganda  (1) Map Uganda","Public Health - Kacheria Subcountry, Uganda (1) Map Uganda",Public Health,"Kacheria Subcountry, Uganda",1,Map Uganda,Map Uganda
"Public Health - Kacheri Subcountry, Uganda (1) Map Uganda","Public Health - Kacheri Subcountry, Uganda (1) Map Uganda",Public Health,"Kacheri Subcountry, Uganda",1,Map Uganda,Map Uganda
Public Health - Kacheri Subcountry (1) Médecins Sans Frontières,Public Health - Kacheri Subcountry (1) Médecins Sans Frontières,Public Health,Kacheri Subcountry,1,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Kacheri Subcountry, Uganda  (2) Map Uganda","Public Health - Kacheri Subcountry, Uganda (2) Map Uganda",Public Health,"Kacheri Subcountry, Uganda",2,Map Uganda,Map Uganda
Public Health - Karamoja Kapedo Subcounty Kaabong Uganda (6) Map Uganda,Public Health - Karamoja Kapedo Subcounty Kaabong Uganda (6) Map Uganda,Public Health,Karamoja Kapedo Subcounty Kaabong Uganda,6,Map Uganda,Map Uganda
Public Health - Karamoja Kalapata Subcounty Kaabong Uganda (7) Map Uganda,Public Health - Karamoja Kalapata Subcounty Kaabong Uganda (7) Map Uganda,Public Health,Karamoja Kalapata Subcounty Kaabong Uganda,7,Map Uganda,Map Uganda
Public Health - Karamoja Lodiko Subcounty Kaabong Uganda (8) Map Uganda,Public Health - Karamoja Lodiko Subcounty Kaabong Uganda (8) Map Uganda,Public Health,Karamoja Lodiko Subcounty Kaabong Uganda,8,Map Uganda,Map Uganda
Public Health - Karamoja Sidok Subcounty Kaabong Uganda (9),Public Health - Karamoja Sidok Subcounty Kaabong Uganda (9) MapSwipe,Public Health,Karamoja Sidok Subcounty Kaabong Uganda,9,MapSwipe,
Public Health - Karamoja Kaabong East Kaabong  District Uganda (10) Map Uganda,Public Health - Karamoja Kaabong East Kaabong District Uganda (10) Map Uganda,Public Health,Karamoja Kaabong East Kaabong District Uganda,10,Map Uganda,Map Uganda
Public Health - Karamoja Kaabong West Kaabong  District Uganda (12) Map Uganda,Public Health - Karamoja Kaabong West Kaabong District Uganda (12) Map Uganda,Public Health,Karamoja Kaabong West Kaabong District Uganda,12,Map Uganda,Map Uganda
Public Health - Karamoja Karenga Town council Uganda (14) Map Uganda,Public Health - Karamoja Karenga Town council Uganda (14) Map Uganda,Public Health,Karamoja Karenga Town council Uganda,14,Map Uganda,Map Uganda
Public Health - Karamoja Kathile Subcounty Kaabong Uganda (15) Map Uganda,Public Health - Karamoja Kathile Subcounty Kaabong Uganda (15) Map Uganda,Public Health,Karamoja Kathile Subcounty Kaabong Uganda,15,Map Uganda,Map Uganda
"Public Health - Manangary, Madagascar  (1) Médecins Sans Frontières","Public Health - Manangary, Madagascar (1) Médecins Sans Frontières",Public Health,"Manangary, Madagascar",1,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Lankien, South Sudan (1) Médecins Sans Frontières","Public Health - Lankien, South Sudan (1) Médecins Sans Frontières",Public Health,"Lankien, South Sudan",1,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Kayamba, Democratic Republic of Congo (1) Médecins Sans Frontières","Public Health - Kayamba, Democratic Republic of Congo (1) Médecins Sans Frontières",Public Health,"Kayamba, Democratic Republic of Congo",1,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Sandoa, Democratic Republic of the Congo (1) Médecins Sans Frontières","Public Health - Sandoa, Democratic Republic of the Congo (1) Médecins Sans Frontières",Public Health,"Sandoa, Democratic Republic of the Congo",1,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Sandoa, Democratic Republic of the Congo (2) Médecins Sans Frontières","Public Health - Sandoa, Democratic Republic of the Congo (2) Médecins Sans Frontières",Public Health,"Sandoa, Democratic Republic of the Congo",2,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Sandoa, Democratic Republic of the Congo (4) Médecins Sans Frontières","Public Health - Sandoa, Democratic Republic of the Congo (4) Médecins Sans Frontières",Public Health,"Sandoa, Democratic Republic of the Congo",4,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Sandoa, Democratic Republic of the Congo (5) Médecins Sans Frontières","Public Health - Sandoa, Democratic Republic of the Congo (5) Médecins Sans Frontières",Public Health,"Sandoa, Democratic Republic of the Congo",5,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Sandoa, Democratic Republic of the Congo (3) Médecins Sans Frontières","Public Health - Sandoa, Democratic Republic of the Congo (3) Médecins Sans Frontières",Public Health,"Sandoa, Democratic Republic of the Congo",3,Médecins Sans Frontières,Médecins Sans Frontières
Public Health - Huila province (1) Médecins Sans Frontières,Public Health - Huila province (1) Médecins Sans Frontières,Public Health,Huila province,1,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health  - Huila province, Angola (2) Médecins Sans Frontières","Public Health - Huila province, Angola (2) Médecins Sans Frontières",Public Health,"Huila province, Angola",2,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health  - Magaria, Niger (1) Médecins Sans Frontières","Public Health - Magaria, Niger (1) Médecins Sans Frontières",Public Health,"Magaria, Niger",1,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Magaria, Niger (2) Médecins Sans Frontières","Public Health - Magaria, Niger (2) Médecins Sans Frontières",Public Health,"Magaria, Niger",2,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Huila province, Angola (3) Médecins Sans Frontières","Public Health - Huila province, Angola (3) Médecins Sans Frontières",Public Health,"Huila province, Angola",3,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health  - Huila province, Angola (4) Médecins Sans Frontières","Public Health - Huila province, Angola (4) Médecins Sans Frontières",Public Health,"Huila province, Angola",4,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Huila province, Angola (5) Médecins Sans Frontières","Public Health - Huila province, Angola (5) Médecins Sans Frontières",Public Health,"Huila province, Angola",5,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Huila province, Angola (6) Médecins Sans Frontières","Public Health - Huila province, Angola (6) Médecins Sans Frontières",Public Health,"Huila province, Angola",6,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Huila province, Angola (7) Médecins Sans Frontières","Public Health - Huila province, Angola (7) Médecins Sans Frontières",Public Health,"Huila province, Angola",7,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Lankien, South Sudan (2) Médecins Sans Frontières","Public Health - Lankien, South Sudan (2) Médecins Sans Frontières",Public Health,"Lankien, South Sudan",2,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Magaria, Niger (1) Médecins Sans Frontières","Public Health - Magaria, Niger (1) Médecins Sans Frontières",Public Health,"Magaria, Niger",1,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Mangochi District, Malawi (1) Médecins Sans Frontières","Public Health - Mangochi District, Malawi (1) Médecins Sans Frontières",Public Health,"Mangochi District, Malawi",1,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Mangochi District, Malawi (2) Médecins Sans Frontières","Public Health - Mangochi District, Malawi (2) Médecins Sans Frontières",Public Health,"Mangochi District, Malawi",2,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Mangochi District, Malawi (3) Médecins Sans Frontières","Public Health - Mangochi District, Malawi (3) Médecins Sans Frontières",Public Health,"Mangochi District, Malawi",3,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Mangochi District, Malawi (3) Médecins Sans Frontières","Public Health - Mangochi District, Malawi (3) Médecins Sans Frontières",Public Health,"Mangochi District, Malawi",3,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Mangochi District, Malawi (4) Médecins Sans Frontières","Public Health - Mangochi District, Malawi (4) Médecins Sans Frontières",Public Health,"Mangochi District, Malawi",4,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Mangochi District, Malawi (5) Médecins Sans Frontières","Public Health - Mangochi District, Malawi (5) Médecins Sans Frontières",Public Health,"Mangochi District, Malawi",5,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Mangochi District, Malawi (6) Médecins Sans Frontières","Public Health - Mangochi District, Malawi (6) Médecins Sans Frontières",Public Health,"Mangochi District, Malawi",6,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Mangochi District, Malawi (3) Médecins Sans Frontières","Public Health - Mangochi District, Malawi (3) Médecins Sans Frontières",Public Health,"Mangochi District, Malawi",3,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Bamyan Province, Afghanistan (7) Médecins Sans Frontières","Public Health - Bamyan Province, Afghanistan (7) Médecins Sans Frontières",Public Health,"Bamyan Province, Afghanistan",7,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Bamyan Province, Afghanistan (8) Médecins Sans Frontières","Public Health - Bamyan Province, Afghanistan (8) Médecins Sans Frontières",Public Health,"Bamyan Province, Afghanistan",8,Médecins Sans Frontières,Médecins Sans Frontières
Public Health - Masisi (1) Médecins Sans Frontières,Public Health - Masisi (1) Médecins Sans Frontières,Public Health,Masisi,1,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Masisi, Democratic Republic of Congo (2) Médecins Sans Frontières","Public Health - Masisi, Democratic Republic of Congo (2) Médecins Sans Frontières",Public Health,"Masisi, Democratic Republic of Congo",2,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Masisi, Democratic Republic of Congo (3) Médecins Sans Frontières","Public Health - Masisi, Democratic Republic of Congo (3) Médecins Sans Frontières",Public Health,"Masisi, Democratic Republic of Congo",3,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Bamyan Province, Afghanistan (9) Médecins Sans Frontières","Public Health - Bamyan Province, Afghanistan (9) Médecins Sans Frontières",Public Health,"Bamyan Province, Afghanistan",9,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Bamyan Province, Afghanistan (10) Médecins Sans Frontières","Public Health - Bamyan Province, Afghanistan (10) Médecins Sans Frontières",Public Health,"Bamyan Province, Afghanistan",10,Médecins Sans Frontières,Médecins Sans Frontières
"Public Health - Bamyan Province, Afghanistan (11) Médecins Sans Frontières","Public Health - Bamyan Province, Afghanistan (11) Médecins Sans Frontières",Public Health,"Bamyan Province, Afghanistan",11,Médecins Sans Frontières,Médecins Sans Frontières
